text,category,cleaned_text
Bathroom wifi was spacious.,Rooms,bathroom wifi spacious
I complained to the hospitality team.,Services,complained hospitality team
"Service was attentive, especially the cleaning staff.",Services,service attentive especially cleaning staff
"We loved the carpet, it was so cozy.",Rooms,loved carpet cozy
The staff at the front desk were fast.,Services,staff front desk fast
My kids loved the pool.,Recreation,kid loved pool
The tea presentation was overcooked.,Food,tea presentation overcooked
We were greeted by a careless receptionist.,Services,greeted careless receptionist
Breakfast buffet had amazing bread.,Food,breakfast buffet amazing bread
Breakfast buffet had amazing curry.,Food,breakfast buffet amazing curry
The cake was tasteless.,Food,cake tasteless
The music area was lacking.,Recreation,music area lacking
The staff at the front desk were friendly.,Services,staff front desk friendly
Breakfast buffet had amazing beer.,Food,breakfast buffet amazing beer
The pizza presentation was cold.,Food,pizza presentation cold
Check-in was unhelpful thanks to the bellboy.,Services,checkin unhelpful thanks bellboy
We waited too long for the cleaning staff.,Services,waited long cleaning staff
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
I complained to the staff.,Services,complained staff
Evening beach was dangerous.,Recreation,evening beach dangerous
Breakfast buffet had amazing sauce.,Food,breakfast buffet amazing sauce
Our room was very questionable and had a great shower.,Rooms,room questionable great shower
Sleeping was hard because of the sheets.,Rooms,sleeping hard sheet
Amazing hospitality from the driver.,Services,amazing hospitality driver
"We loved the shower, it was so modern.",Rooms,loved shower modern
Bathroom fridge was noisy.,Rooms,bathroom fridge noisy
The staff at the front desk were careless.,Services,staff front desk careless
Housekeeping did not clean the pillow.,Rooms,housekeeping not clean pillow
"We loved the TV, it was so modern.",Rooms,loved tv modern
Check-in was polite thanks to the staff.,Services,checkin polite thanks staff
Amazing hospitality from the porter.,Services,amazing hospitality porter
Housekeeping did not clean the view.,Rooms,housekeeping not clean view
Bathroom pillow was spacious.,Rooms,bathroom pillow spacious
The protein presentation was hot.,Food,protein presentation hot
The pillow in my room was noisy.,Rooms,pillow room noisy
Great chicken but the burger was meager.,Food,great chicken burger meager
We were greeted by a warm receptionist.,Services,greeted warm receptionist
We ate at the restaurant and had breakfast.,Food,ate restaurant breakfast
The tennis court area was expensive.,Recreation,tennis court area expensive
I complained to the bartender.,Services,complained bartender
Our room was very cozy and had a great suite aesthetic.,Rooms,room cozy great suite aesthetic
"Don't miss the tennis court, it is dangerous.",Recreation,dont miss tennis court dangerous
Our room was very tiny and had a great suite aesthetic.,Rooms,room tiny great suite aesthetic
Great breakfast but the beverage selection was raw.,Food,great breakfast beverage selection raw
Great dessert but the wine was yummy.,Food,great dessert wine yummy
The toilet made the stay dated.,Rooms,toilet made stay dated
I ordered culinary experience and it tasted yummy.,Food,ordered culinary experience tasted yummy
We spent all day at the entertainment.,Recreation,spent day entertainment
Bathroom fridge was broken.,Rooms,bathroom fridge broken
I ordered protein and it tasted raw.,Food,ordered protein tasted raw
Dining experience was bad because of the undercooked pasta.,Food,dining experience bad undercooked pasta
The staff at the front desk were careless.,Services,staff front desk careless
Great gastronomy but the pizza was raw.,Food,great gastronomy pizza raw
Breakfast buffet had amazing chicken.,Food,breakfast buffet amazing chicken
"We loved the suite aesthetic, it was so dusty.",Rooms,loved suite aesthetic dusty
The concierge was very ignored.,Services,concierge ignored
The curry was undercooked.,Food,curry undercooked
The shower made the stay spacious.,Rooms,shower made stay spacious
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
Great soup but the culinary experience was exquisite.,Food,great soup culinary experience exquisite
Breakfast buffet had amazing fish.,Food,breakfast buffet amazing fish
We spent all day at the massage.,Recreation,spent day massage
Swimming in the fitness area was the highlight.,Recreation,swimming fitness area highlight
We were greeted by a arrogant service personnel.,Services,greeted arrogant service personnel
Swimming in the kids club was the highlight.,Recreation,swimming kid club highlight
"We loved the carpet, it was so terrible.",Rooms,loved carpet terrible
We waited too long for the hospitality team.,Services,waited long hospitality team
Sleeping was hard because of the door.,Rooms,sleeping hard door
Dining experience was bad because of the fresh bread.,Food,dining experience bad fresh bread
We spent all day at the tennis court.,Recreation,spent day tennis court
Bathroom wifi was old.,Rooms,bathroom wifi old
The staff at the front desk were friendly.,Services,staff front desk friendly
We waited too long for the concierge.,Services,waited long concierge
The hotel has a great fitness area.,Recreation,hotel great fitness area
The bed in my room was modern.,Rooms,bed room modern
Great cake but the soup was spicy.,Food,great cake soup spicy
The driver was very unhelpful.,Services,driver unhelpful
Amazing hospitality from the waiter.,Services,amazing hospitality waiter
Bathroom AC was dirty.,Rooms,bathroom ac dirty
The pillow in my room was broken.,Rooms,pillow room broken
I complained to the waiter.,Services,complained waiter
"The suite needs renovation, especially the TV.",Rooms,suite need renovation especially tv
Bathroom suite aesthetic was dated.,Rooms,bathroom suite aesthetic dated
We were greeted by a attentive waiter.,Services,greeted attentive waiter
We waited too long for the service personnel.,Services,waited long service personnel
Check-in was unhelpful thanks to the receptionist.,Services,checkin unhelpful thanks receptionist
"We loved the decor, it was so worn out.",Rooms,loved decor worn
We were greeted by a polite cleaning staff.,Services,greeted polite cleaning staff
We were greeted by a helpful driver.,Services,greeted helpful driver
The spa equipment was lacking.,Recreation,spa equipment lacking
I ordered dessert and it tasted tasteless.,Food,ordered dessert tasted tasteless
The furniture in my room was questionable.,Rooms,furniture room questionable
Our room was very dusty and had a great shower.,Rooms,room dusty great shower
I complained to the hospitality team.,Services,complained hospitality team
"Don't miss the kids club, it is fun.",Recreation,dont miss kid club fun
My kids loved the entertainment.,Recreation,kid loved entertainment
Great breakfast but the protein was bland.,Food,great breakfast protein bland
Swimming in the excursion was the highlight.,Recreation,swimming excursion highlight
Housekeeping did not clean the toilet.,Rooms,housekeeping not clean toilet
The tennis court equipment was fun.,Recreation,tennis court equipment fun
"The suite needs renovation, especially the decor.",Rooms,suite need renovation especially decor
Amazing hospitality from the driver.,Services,amazing hospitality driver
We waited too long for the staff.,Services,waited long staff
We ate at the restaurant and had dessert.,Food,ate restaurant dessert
Breakfast buffet had amazing chicken.,Food,breakfast buffet amazing chicken
I ordered beverage selection and it tasted salty.,Food,ordered beverage selection tasted salty
We waited too long for the cleaning staff.,Services,waited long cleaning staff
Check-in was disinterested thanks to the front desk agent.,Services,checkin disinterested thanks front desk agent
We were greeted by a friendly front desk agent.,Services,greeted friendly front desk agent
The hotel has a great fitness area.,Recreation,hotel great fitness area
The front desk agent was very slow.,Services,front desk agent slow
The buffet presentation was yummy.,Food,buffet presentation yummy
Check-in was friendly thanks to the porter.,Services,checkin friendly thanks porter
Room service brought us cold chicken.,Food,roomservice brought u cold chicken
Bathroom sink was modern.,Rooms,bathroom sink modern
Sleeping was hard because of the wifi.,Rooms,sleeping hard wifi
Housekeeping did not clean the window.,Rooms,housekeeping not clean window
My kids loved the club.,Recreation,kid loved club
The fridge in my room was broken.,Rooms,fridge room broken
The hotel has a great pool.,Recreation,hotel great pool
My kids loved the wellness center.,Recreation,kid loved wellness center
