text,category,action
"Disappointed with the gym, it was boring.",Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, TV was smells like dog.",Rooms,Inspect Room & Maintenance
The guy at the tennis court was very impolite.,Services,Staff Training Required
The room smells like wet dog.,Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, ceiling was moldy.",Rooms,Inspect Room & Maintenance
"We had issues with the air conditioner, it was damp.",Rooms,Inspect Room & Maintenance
"Food quality is awful, especially the tea.",Food,Review Menu & Kitchen Quality
The games area is dirty and needs attention.,Recreation,Upgrade Pool & Activities
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
"Staff training is needed, cleaning staff was slow.",Services,Staff Training Required
Very rude behavior from the cleaning staff.,Services,Staff Training Required
I ordered coffee but it was not fresh.,Food,Review Menu & Kitchen Quality
I complained to the bartender but they ignored us.,Services,Staff Training Required
"We had issues with the balcony, it was smells bad.",Rooms,Inspect Room & Maintenance
"Service was terrible, the waiter yelled at me.",Services,Staff Training Required
Nobody at the spa desk seemed interested in serving us.,Services,Staff Training Required
The music was very closed.,Recreation,Upgrade Pool & Activities
The ceiling in my room was clogged.,Rooms,Inspect Room & Maintenance
The bed smells like wet dog.,Rooms,Inspect Room & Maintenance
The guy at the pool was very aggressive.,Services,Staff Training Required
"We had issues with the bed, it was smells bad.",Rooms,Inspect Room & Maintenance
"Service was terrible, the cleaning staff kept us waiting.",Services,Staff Training Required
"Bathroom was disgusting, air conditioner was leaking.",Rooms,Inspect Room & Maintenance
We found the curry to be oily and salty.,Food,Review Menu & Kitchen Quality
Room 201 has a moldy fridge.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, balcony kept making noise.",Rooms,Inspect Room & Maintenance
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
I cannot get the safe to open.,Rooms,Inspect Room & Maintenance
The staff was extremely lazy.,Services,Staff Training Required
"We were bored, the games needs an upgrade.",Recreation,Upgrade Pool & Activities
We were treated poorly by a lazy server.,Services,Staff Training Required
We found the tea to be raw and awful.,Food,Review Menu & Kitchen Quality
The activities area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
I complained to the bartender but they did check on us.,Services,Staff Training Required
"Disappointed with the kids club, it was crowded.",Recreation,Upgrade Pool & Activities
We found the breakfast to be greasy and oily.,Food,Review Menu & Kitchen Quality
The window in my room was damp.,Rooms,Inspect Room & Maintenance
I ordered tea but it was disappointing.,Food,Review Menu & Kitchen Quality
The guy at the pool was very mean.,Services,Staff Training Required
We found the rice to be salty and burned.,Food,Review Menu & Kitchen Quality
The guy at the pool was very unhelpful.,Services,Staff Training Required
The curry was awful.,Food,Review Menu & Kitchen Quality
"Food quality is raw, especially the rice.",Food,Review Menu & Kitchen Quality
The receptionist was extremely mean.,Services,Staff Training Required
"Staff training is needed, employee was impolite.",Services,Staff Training Required
"Disappointed with the tennis court, it was closed.",Recreation,Upgrade Pool & Activities
The bed smells like wet dog.,Rooms,Inspect Room & Maintenance
The fish was raw.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
The pool was very dirty.,Recreation,Upgrade Pool & Activities
"Zero service at the beach bar, we waited 20 mins.",Services,Staff Training Required
I ordered cake but it was waste of money.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, soup tasted terrible.",Food,Review Menu & Kitchen Quality
We were treated poorly by a aggressive waiter.,Services,Staff Training Required
The sheets makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
The entertainment was very outdated.,Recreation,Upgrade Pool & Activities
I ordered rice but it was not fresh.,Food,Review Menu & Kitchen Quality
"Please fix the window, it is smelly.",Rooms,Inspect Room & Maintenance
"Hotel needs more fun, pool was boring.",Recreation,Upgrade Pool & Activities
"Bathroom was disgusting, wifi was damaged.",Rooms,Inspect Room & Maintenance
"We had issues with the carpet, it was wet.",Rooms,Inspect Room & Maintenance
The buffet was oily.,Food,Review Menu & Kitchen Quality
"Food quality is undercooked, especially the curry.",Food,Review Menu & Kitchen Quality
The pasta was stale.,Food,Review Menu & Kitchen Quality
The kids club was very useless.,Recreation,Upgrade Pool & Activities
The pool area is closed and needs attention.,Recreation,Upgrade Pool & Activities
"Food quality is burned, especially the chicken.",Food,Review Menu & Kitchen Quality
"We had issues with the fan, it was moldy.",Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
"Terrible dining experience, tea was not good.",Food,Review Menu & Kitchen Quality
"Terrible dining experience, fish was not good.",Food,Review Menu & Kitchen Quality
"We were bored, the activities needs an upgrade.",Recreation,Upgrade Pool & Activities
I complained to the bartender but they rolled their eyes.,Services,Staff Training Required
Very impolite behavior from the bellboy.,Services,Staff Training Required
The kids club area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
"Terrible dining experience, dessert lacked flavor.",Food,Review Menu & Kitchen Quality
The beach was very cold.,Recreation,Upgrade Pool & Activities
"Disappointed with the activities, it was boring.",Recreation,Upgrade Pool & Activities
"Please fix the balcony, it is smells bad.",Rooms,Inspect Room & Maintenance
"Service was terrible, the employee did check on us.",Services,Staff Training Required
Room 201 has a smells bad sink.,Rooms,Inspect Room & Maintenance
I ordered breakfast but it was not good.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
The entertainment area is crowded and needs attention.,Recreation,Upgrade Pool & Activities
We found the pasta to be overcooked and overcooked.,Food,Review Menu & Kitchen Quality
"Terrible dining experience, buffet tasted terrible.",Food,Review Menu & Kitchen Quality
I cannot get the main door to lock.,Rooms,Inspect Room & Maintenance
The bar area is small and needs attention.,Recreation,Upgrade Pool & Activities
We were treated poorly by a aggressive server.,Services,Staff Training Required
"Kitchen needs improvement, pizza was bland.",Food,Review Menu & Kitchen Quality
"We had issues with the TV, it was moldy.",Rooms,Inspect Room & Maintenance
Room 201 has a old balcony.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, lights kept failing.",Rooms,Inspect Room & Maintenance
I complained to the cleaning staff but they did check on us.,Services,Staff Training Required
"We had issues with the TV, it was moldy.",Rooms,Inspect Room & Maintenance
I cannot get the balcony door to close.,Rooms,Inspect Room & Maintenance
The cleaning staff was extremely angry.,Services,Staff Training Required
The fridge in my room was wont lock.,Rooms,Inspect Room & Maintenance
The activities area is closed and needs attention.,Recreation,Upgrade Pool & Activities
"Nothing to do here, games is small.",Recreation,Upgrade Pool & Activities
We found the breakfast to be bland and awful.,Food,Review Menu & Kitchen Quality
I cannot get the window to open.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, TV kept making noise.",Rooms,Inspect Room & Maintenance
The pasta was greasy.,Food,Review Menu & Kitchen Quality
We were treated poorly by a mean staff.,Services,Staff Training Required
"Disappointed with the entertainment, it was dirty.",Recreation,Upgrade Pool & Activities
The AC in my room was noisy.,Rooms,Inspect Room & Maintenance
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
"Food quality is tasteless, especially the dessert.",Food,Review Menu & Kitchen Quality
Room 201 has a not working lock.,Rooms,Inspect Room & Maintenance
The receptionist was extremely impolite.,Services,Staff Training Required
The bed smells like sewage.,Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, shower was moldy.",Rooms,Inspect Room & Maintenance
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
"Nothing to do here, gym is cold.",Recreation,Upgrade Pool & Activities
I complained to the waiter but they was on their phone.,Services,Staff Training Required
The spa area is expensive and needs attention.,Recreation,Upgrade Pool & Activities
The receptionist was extremely unfriendly.,Services,Staff Training Required
The steak was salty.,Food,Review Menu & Kitchen Quality
The pool was very empty.,Recreation,Upgrade Pool & Activities
"Please fix the air conditioner, it is smelly.",Rooms,Inspect Room & Maintenance
"Bathroom was disgusting, fan was wont lock.",Rooms,Inspect Room & Maintenance
The carpet smells like mildew.,Rooms,Inspect Room & Maintenance
I asked for a towel at the pool but the staff argued with us.,Services,Staff Training Required
"Hotel needs more fun, spa was useless.",Recreation,Upgrade Pool & Activities
The music area is small and needs attention.,Recreation,Upgrade Pool & Activities
We were treated poorly by a aggressive receptionist.,Services,Staff Training Required
The games was very closed.,Recreation,Upgrade Pool & Activities
The soup was oily.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, tennis court was dirty.",Recreation,Upgrade Pool & Activities
The music area is useless and needs attention.,Recreation,Upgrade Pool & Activities
"Hotel needs more fun, music was small.",Recreation,Upgrade Pool & Activities
"We were bored, the music needs an upgrade.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, coffee was bland.",Food,Review Menu & Kitchen Quality
We found the pasta to be greasy and cold.,Food,Review Menu & Kitchen Quality
"Nothing to do here, beach is expensive.",Recreation,Upgrade Pool & Activities
We found the pizza to be undercooked and tasteless.,Food,Review Menu & Kitchen Quality
"Bathroom was disgusting, lock was wont lock.",Rooms,Inspect Room & Maintenance
We were treated poorly by a impolite cleaning staff.,Services,Staff Training Required
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
"Staff training is needed, staff was incompetent.",Services,Staff Training Required
We found the soup to be cold and burned.,Food,Review Menu & Kitchen Quality
The pasta was dry.,Food,Review Menu & Kitchen Quality
"Food quality is dry, especially the burger.",Food,Review Menu & Kitchen Quality
"Room maintenance is poor, balcony kept making noise.",Rooms,Inspect Room & Maintenance
"Please fix the TV, it is wont lock.",Rooms,Inspect Room & Maintenance
The bellboy was extremely rude.,Services,Staff Training Required
