text,action,category,cleaned_text,char_count,word_count,sentiment_score
"Honestly, service in the restaurant was incredibly slow.",Staff Training (Food),Food,honestly service in the restaurant wa incredibly slow,56,8,0
activity director was rude to the guests.,Recreation Staff Review,Recreation,activity director wa rude to the guest,41,7,-1
Review: Bellboy didn't explain how to use the key card.,Staff Communication Training,Services,review bellboy didnt explain how to use the key card,55,10,0
"Honestly, the carpet was stained and smelled of mold.",Deep Clean & Maintenance,Rooms,honestly the carpet wa stained and smelled of mold,53,9,-1
Not happy. They lost our reservation even though we booked weeks ago.,Compensate Guest,Food,not happy they lost our reservation even though we booked week ago,69,12,0
Review: Cockroach in the shower.,Pest Control Investigation,Rooms,review cockroach in the shower,32,5,0
The coffee was burnt and bitter. Terrible.,Revise Menu Quality,Food,the coffee wa burnt and bitter terrible,42,7,-1
"Honestly, the coffee was burnt and bitter.",Revise Menu Quality,Food,honestly the coffee wa burnt and bitter,42,7,0
Not happy. Asked for no onions but got onions anyway.,Staff Training (Food),Food,not happy asked for no onion but got onion anyway,53,10,0
conflicting information from different staff members.,Staff Communication Training,Services,conflicting information from different staff member,53,6,0
Misunderstanding about the room rate caused issues.,Staff Communication Training,Services,misunderstanding about the room rate caused issue,51,7,0
The room is infested with insects.,Pest Control Investigation,Rooms,the room is infested with insect,34,6,0
"Honestly, the dessert was stale and dry.",Revise Menu Quality,Food,honestly the dessert wa stale and dry,40,7,0
Feedback: The dessert was stale and dry.,Revise Menu Quality,Food,feedback the dessert wa stale and dry,40,7,0
Action needed: Our anniversary dinner was ruined by the terrible service.,Compensate Guest,Food,action needed our anniversary dinner wa ruined by the terrible service,73,11,-1
"Dust everywhere, especially under the bed. Terrible.",Deep Clean & Maintenance,Rooms,dust everywhere especially under the bed terrible,52,7,-1
Not happy. We were promised a complimentary drink but never got it.,Compensate Guest,Food,not happy we were promised a complimentary drink but never got it,67,12,0
"Honestly, tiles around the pool are broken and sharp.",Pool Maintenance,Recreation,honestly tile around the pool are broken and sharp,53,9,-1
Review: Housekeeper stole money from my wallet.,Disciplinary Action,Services,review housekeeper stole money from my wallet,47,7,0
Review: The furniture is worn out and chipped.,Upgrade Room Amenities,Rooms,review the furniture is worn out and chipped,46,8,0
Feedback: No supervision in the children's play area.,Recreation Staff Review,Recreation,feedback no supervision in the childrens play area,53,8,0
Feedback: Concierge was unable to give simple directions.,Staff Communication Training,Services,feedback concierge wa unable to give simple direction,57,8,0
Flies buzzing around the room constantly. Terrible.,Pest Control Investigation,Rooms,fly buzzing around the room constantly terrible,51,7,-1
Debris and leaves floating in the water. Terrible.,Pool Maintenance,Recreation,debris and leaf floating in the water terrible,50,8,-1
"Action needed: Key cards didn't work, had to go back down.",Review Check-in Process,Services,action needed key card didnt work had to go back down,58,11,0
Review: Pool ladders are loose and dangerous.,Pool Maintenance,Recreation,review pool ladder are loose and dangerous,45,7,0
"Honestly, conflicting information from different staff members.",Staff Communication Training,Services,honestly conflicting information from different staff member,63,7,0
Feedback: The room smelled like stale cigarette smoke.,Deep Clean & Maintenance,Rooms,feedback the room smelled like stale cigarette smoke,54,8,0
They demanded a cash deposit unexpectedly. Terrible.,Review Check-in Process,Services,they demanded a cash deposit unexpectedly terrible,52,7,-1
staff seemed confused by the check-in software.,Review Check-in Process,Services,staff seemed confused by the checkin software,47,7,0
Action needed: The buffet area looked unclean and messy.,Inspect Kitchen Hygiene,Food,action needed the buffet area looked unclean and messy,56,9,0
Not happy. Minibar was empty and not working.,Upgrade Room Amenities,Rooms,not happy minibar wa empty and not working,45,8,0
Curtains were dusty and triggered my allergies. Terrible.,Deep Clean & Maintenance,Rooms,curtain were dusty and triggered my allergy terrible,57,8,-1
Action needed: Lobby is chaotic and disorganized.,Review Check-in Process,Services,action needed lobby is chaotic and disorganized,49,7,0
"Honestly, waiters were ignoring us and chatting among themselves.",Staff Training (Food),Food,honestly waiter were ignoring u and chatting among themselves,65,9,0
Review: Waiters were ignoring us and chatting among themselves.,Staff Training (Food),Food,review waiter were ignoring u and chatting among themselves,63,9,0
"Honestly, cable machine is stuck and dangerous.",Update Gym Equipment,Recreation,honestly cable machine is stuck and dangerous,47,7,0
The pasta was overcooked and mushy. Terrible.,Revise Menu Quality,Food,the pasta wa overcooked and mushy terrible,45,7,-1
Pool ladders are loose and dangerous. Terrible.,Pool Maintenance,Recreation,pool ladder are loose and dangerous terrible,47,7,-1
"Honestly, treadmills were all out of order.",Update Gym Equipment,Recreation,honestly treadmill were all out of order,43,7,0
Review: Found trash from previous guests in the drawer.,Deep Clean & Maintenance,Rooms,review found trash from previous guest in the drawer,55,9,0
The hairdryer provided is useless and overheating.,Upgrade Room Amenities,Rooms,the hairdryer provided is useless and overheating,50,7,0
"Honestly, saw ants marching across the bathroom sink.",Pest Control Investigation,Rooms,honestly saw ant marching across the bathroom sink,53,8,0
Feedback: The pasta was overcooked and mushy.,Revise Menu Quality,Food,feedback the pasta wa overcooked and mushy,45,7,0
Feedback: The TV is tiny and has no channels.,Upgrade Room Amenities,Rooms,feedback the tv is tiny and ha no channel,45,9,0
they demanded a cash deposit unexpectedly.,Review Check-in Process,Services,they demanded a cash deposit unexpectedly,42,6,0
Windows were dirty and hard to see through. Terrible.,Deep Clean & Maintenance,Rooms,window were dirty and hard to see through terrible,53,9,-2
"towels are thin, scratchy, and old.",Upgrade Room Amenities,Rooms,towel are thin scratchy and old,35,6,-1
Review: The hairdryer provided is useless and overheating.,Upgrade Room Amenities,Rooms,review the hairdryer provided is useless and overheating,58,8,0
"Honestly, the tv is tiny and has no channels.",Upgrade Room Amenities,Rooms,honestly the tv is tiny and ha no channel,45,9,0
Dead bugs on the windowsill.,Deep Clean & Maintenance,Rooms,dead bug on the windowsill,28,5,0
"Honestly, not enough vegetarian or vegan options.",Revise Menu Quality,Food,honestly not enough vegetarian or vegan option,49,7,0
"Review: Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,review need better lighting the room is too dim,50,9,0
Feedback: Bike seat is broken.,Update Gym Equipment,Recreation,feedback bike seat is broken,30,5,-1
"Honestly, no iron or ironing board in the room.",Upgrade Room Amenities,Rooms,honestly no iron or ironing board in the room,47,9,0
Feedback: The server was rude when I asked for water.,Staff Training (Food),Food,feedback the server wa rude when i asked for water,53,10,-1
Not happy. Everything tastes like frozen food reheated.,Revise Menu Quality,Food,not happy everything taste like frozen food reheated,55,8,0
The dessert was stale and dry. Terrible.,Revise Menu Quality,Food,the dessert wa stale and dry terrible,40,7,-1
there was a spider on the pillow.,Pest Control Investigation,Rooms,there wa a spider on the pillow,33,7,0
the carpet was stained and smelled of mold.,Deep Clean & Maintenance,Rooms,the carpet wa stained and smelled of mold,43,8,-1
I got food poisoning after eating the seafood. Terrible.,Inspect Kitchen Hygiene,Food,i got food poisoning after eating the seafood terrible,56,9,-1
Gym is too small for the number of guests.,Update Gym Equipment,Recreation,gym is too small for the number of guest,42,9,-1
The pasta was overcooked and mushy. Terrible.,Revise Menu Quality,Food,the pasta wa overcooked and mushy terrible,45,7,-1
the presentation of the dishes was poor.,Revise Menu Quality,Food,the presentation of the dish wa poor,40,7,-1
Action needed: The hostess was welcoming but the servers were grumpy.,Staff Training (Food),Food,action needed the hostess wa welcoming but the server were grumpy,69,11,0
The buffet area looked unclean and messy.,Inspect Kitchen Hygiene,Food,the buffet area looked unclean and messy,41,7,0
Review: They couldn't find my booking in the system.,Review Check-in Process,Services,review they couldnt find my booking in the system,52,9,0
Not happy. Hygiene standards in the restaurant seem very low.,Inspect Kitchen Hygiene,Food,not happy hygiene standard in the restaurant seem very low,61,10,0
Review: The toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,review the toilet wasnt flushed when we arrived,50,8,0
Review: Lifeguard was on their phone the whole time.,Recreation Staff Review,Recreation,review lifeguard wa on their phone the whole time,52,9,0
Found trash from previous guests in the drawer. Terrible.,Deep Clean & Maintenance,Rooms,found trash from previous guest in the drawer terrible,57,9,-1
Not happy. Conflicting information from different staff members.,Staff Communication Training,Services,not happy conflicting information from different staff member,64,8,0
Staff was arguing loudly in the hallway. Terrible.,Disciplinary Action,Services,staff wa arguing loudly in the hallway terrible,50,8,-1
Not happy. Mosquitoes in the room kept me up all night.,Pest Control Investigation,Rooms,not happy mosquito in the room kept me up all night,55,11,0
Review: Hygiene standards in the restaurant seem very low.,Inspect Kitchen Hygiene,Food,review hygiene standard in the restaurant seem very low,58,9,0
"Honestly, towels are thin, scratchy, and old.",Upgrade Room Amenities,Rooms,honestly towel are thin scratchy and old,45,7,-1
Not happy. I want a refund for this terrible meal.,Compensate Guest,Food,not happy i want a refund for this terrible meal,50,10,-1
Found trash from previous guests in the drawer. Terrible.,Deep Clean & Maintenance,Rooms,found trash from previous guest in the drawer terrible,57,9,-1
